101	5432	8
30910	587	8
39016	1027	7
432	981	4
12	144	18
7224	7181	18
138	4773	9
1265	3047	5
107	4934	13
102	8253	10
25342	5640	39
1536	1547	17
193	4652	19
2	5556	13
12	2068	9
106	1732	11
827	4235	1
6743	8504	6
138	2632	6
171	5468	17
1278	4132	29
321	3443	11
14	6678	23
14	8400	9
116	9682	12
208	7901	34
124	4968	5
255	8026	2
103	471	3
14	2	33
134	9675	1
3968	5777	5
270	7766	9
36095	5166	15
277	7968	5
2747	7591	5
101	8189	5
106	3649	4
2	7473	2
194	8778	18
1565	4186	26
1781	6225	2
4557	5013	39
18727	5284	25
636	2424	26
11789	8525	13
14	3731	29
113	1838	4
25135	9558	6
113	7555	9
113	8331	21
2770	782	0
14	7967	21
14	5595	12
2380	616	31
7597	1562	16
1295	7978	13
111	7785	25
333	6183	0
3261	4271	3
105	699	5
626	4356	9
5051	100	6
243	6061	21
10184	7102	7
101	8059	19
292	9621	8
107	8294	22
14	3282	11
135	7243	5
1197	5458	13
1192	4047	9
39788	197	4
121	8810	1
131	1717	8
115	8018	20
112	110	12
105	2416	12
1981	6776	4
102	6255	35
1347	9183	8
8	338	14
14	2579	25
102	3953	14
14	6000	22
104	4125	13
1405	1921	5
2511	2762	17
14	9327	32
163	8514	17
238	472	25
28002	5810	21
111	857	33
154	9827	3
2639	4360	23
14346	6119	13
112	9327	23
12	857	22
177	2862	16
454	1906	3
138	224	5
406	9452	10
102	4179	23
6643	2992	7
486	3716	21
135	899	16
4583	3873	16
722	6171	1
493	3930	7
126	484	17
9174	1844	37
285	1965	4
4170	7880	2
24306	7834	0
12	8208	25
2867	5464	4
140	7499	6
3645	6631	2
101	9932	38
104	8144	22
359	4714	1
3621	3158	21
128	9402	2
19577	2199	0
40839	3637	38
12	6295	17
12	9631	13
32680	69	9
105	150	9
105	2642	16
103	8983	10
101	4188	4
109	4614	19
181	7955	2
2281	1263	23
9	4805	47
1327	3443	19
107	4588	3
7116	223	7
103	4272	19
6787	342	22
901	8523	4
1191	5930	26
122	5445	0
114	2070	6
21018	7464	19
16716	8534	12
4697	9261	8
14	1503	22
285	547	4
168	414	9
16812	2712	1
12	6294	5
119	9352	7
147	2997	0
152	894	34
12	3091	15
39308	9997	17
101	1341	6
210	3466	19
140	6658	6
118	1719	4
1965	8123	6
101	9085	11
605	8637	13
14	8536	27
683	9644	9
12	8238	32
29327	7841	9
102	9204	14
102	7961	14
104	4601	5
105	3326	12
182	2649	8
782	3	1
12	4820	10
890	2294	27
145	2463	3
2837	7792	10
6069	6331	20
1792	8943	20
2348	4982	39
119	9230	17
183	1398	3
18290	978	0
130	1845	6
107	1164	21
226	5614	12
2576	406	10
1491	9119	1
130	7091	21
1552	2464	3
14	2029	17
148	2120	7
14	2818	22
410	917	7
1006	2073	3
149	4389	6
106	1053	20
1461	6106	22
2114	3430	9
101	5188	9
2950	9722	1
3564	1602	27
32176	6017	2
4075	9797	27
162	6485	12
1699	6747	5
26012	8505	1
107	3773	11
7393	3332	15
101	7581	33
104	9039	19
1731	4538	19
18698	1280	0
460	4381	4
205	1689	14
117	6981	10
10	1109	9
2718	91	15
101	3405	14
38663	1422	17
12	941	5
15705	7334	5
1107	6062	13
227	2653	20
7855	2319	30
4003	2479	16
12626	4521	7
4304	1627	21
147	4681	0
133	6571	14
1152	4379	19
141	9401	7
14	9984	20
458	7090	8
37439	4553	1
3675	1006	19
14	7622	10
107	368	16
120	9175	4
177	1971	18
177	6864	29
153	2431	2
811	1243	0
2238	91	5
12	1280	13
5424	3608	0
13924	6635	13
1070	9862	22
15283	3374	23
139	1180	14
107	724	26
812	8881	17
4310	7653	36
663	1434	3
40606	4200	6
4708	4382	6
14	7550	37
793	2580	23
3543	4027	11
101	3694	6
108	5884	14
